"","MM1","MM2","MM3","MM4","Class"
"4168",75,103,119,98,FALSE
"4169",71,99,114,98,FALSE
"4170",75,108,124,98,FALSE
"4171",71,99,110,94,FALSE
"4172",63,66,90,79,FALSE
"4173",67,88,105,86,FALSE
"4174",63,73,97,86,FALSE
"4175",63,66,101,90,FALSE
"4176",59,66,97,86,FALSE
"4177",59,63,90,83,FALSE
"4178",56,60,86,79,FALSE
"4179",59,70,90,72,FALSE
"4180",59,63,97,90,FALSE
"4181",59,60,97,90,FALSE
"4182",59,63,93,90,FALSE
"4183",67,77,110,90,FALSE
"4184",75,91,97,79,FALSE
"4185",79,91,97,83,FALSE
"4186",79,91,97,79,FALSE
"4187",78,92,97,76,FALSE
"4188",78,92,101,76,FALSE
"4189",85,106,105,80,FALSE
"4190",93,115,114,94,FALSE
"4191",93,111,114,94,FALSE
"4192",89,102,110,87,FALSE
"4193",85,97,110,83,FALSE
"4194",85,102,105,80,FALSE
"4195",85,97,101,83,FALSE
"4196",85,97,101,83,FALSE
"4197",89,102,105,87,FALSE
"4198",85,102,110,87,FALSE
"4199",85,102,110,94,FALSE
"4200",78,92,110,87,FALSE
"4201",70,88,105,90,FALSE
"4202",50,79,101,83,FALSE
"4203",50,75,93,80,FALSE
"4204",50,75,101,80,FALSE
"4205",50,71,89,76,FALSE
"4206",50,75,97,80,FALSE
"4207",53,75,97,80,FALSE
"4208",50,71,89,73,FALSE
"4209",53,75,93,73,FALSE
"4210",53,71,85,69,FALSE
"4211",57,79,97,80,FALSE
"4212",60,84,93,80,FALSE
"4213",60,75,93,83,FALSE
"4214",63,84,97,83,FALSE
"4215",63,84,93,80,FALSE
"4216",60,84,97,83,FALSE
"4217",63,75,97,80,FALSE
"4218",63,79,85,80,FALSE
"4219",60,75,89,80,FALSE
"4220",63,92,105,87,FALSE
"4221",60,92,110,90,FALSE
"4222",70,106,119,94,FALSE
"4223",67,106,110,90,FALSE
"4224",70,111,114,97,FALSE
"4225",70,115,119,97,FALSE
"4226",67,106,124,94,FALSE
"4227",67,106,114,94,FALSE
"4228",70,106,119,94,FALSE
"4229",70,106,119,94,FALSE
"4230",74,111,114,97,FALSE
"4231",70,111,124,97,FALSE
"4232",70,106,114,94,FALSE
"4233",74,106,114,97,FALSE
"4234",70,102,114,94,FALSE
"4235",70,106,114,94,FALSE
"4236",67,84,101,87,FALSE
"4237",74,92,105,90,FALSE
"4238",78,97,114,97,FALSE
"4239",60,75,101,83,FALSE
"4240",44,43,82,87,FALSE
"4241",50,46,82,83,FALSE
"4242",57,67,85,76,FALSE
"4243",60,71,97,83,FALSE
"4244",60,60,97,87,FALSE
"4245",63,71,101,90,FALSE
"4246",80,94,98,76,FALSE
"4247",80,94,102,79,FALSE
"4248",80,98,94,76,FALSE
"4249",84,94,98,79,FALSE
"4250",92,115,115,94,FALSE
"4251",92,120,125,98,FALSE
"4252",92,115,115,87,FALSE
"4253",84,102,102,79,FALSE
"4254",80,94,94,76,FALSE
"4255",84,98,102,83,FALSE
"4256",84,98,102,79,FALSE
"4257",76,94,102,79,FALSE
"4258",84,102,111,91,FALSE
"4259",84,102,106,91,FALSE
"4260",88,106,111,91,FALSE
"4261",76,94,106,91,FALSE
"4262",68,94,111,91,FALSE
"4263",57,81,102,83,FALSE
"4264",50,77,90,79,FALSE
"4265",50,73,86,76,FALSE
"4266",50,69,90,76,FALSE
"4267",50,69,90,76,FALSE
"4268",50,73,90,76,FALSE
"4269",53,81,102,83,FALSE
"4270",53,81,98,79,FALSE
"4271",53,77,94,76,FALSE
"4272",53,73,98,76,FALSE
"4273",57,77,98,79,FALSE
"4274",57,73,90,72,FALSE
"4275",53,69,82,76,FALSE
"4276",57,77,94,79,FALSE
"4277",60,81,98,79,FALSE
"4278",60,73,90,79,FALSE
"4279",60,81,94,79,FALSE
"4280",64,81,98,83,FALSE
"4281",60,81,90,76,FALSE
"4282",68,89,106,87,FALSE
"4283",64,98,106,91,FALSE
"4284",64,94,111,91,FALSE
"4285",60,94,111,91,FALSE
"4286",68,106,115,94,FALSE
"4287",72,106,115,98,FALSE
"4288",72,106,115,94,FALSE
"4289",64,106,115,94,FALSE
"4290",68,106,115,94,FALSE
"4291",68,102,115,94,FALSE
"4292",76,111,115,94,FALSE
"4293",76,111,115,94,FALSE
"4294",76,106,115,94,FALSE
"4295",76,102,111,98,FALSE
"4296",88,115,131,102,FALSE
"4297",88,111,120,94,FALSE
"4298",76,89,102,76,FALSE
"4299",60,73,90,83,FALSE
"4300",53,62,86,83,FALSE
"4301",60,77,90,83,FALSE
"4302",60,66,102,91,FALSE
"4303",60,66,106,94,FALSE
"4304",64,73,102,94,FALSE
"4305",76,89,106,87,FALSE
"4306",72,89,98,79,FALSE
"4307",84,99,108,81,FALSE
"4308",84,95,100,85,FALSE
"4309",92,107,118,96,FALSE
"4310",97,112,122,92,FALSE
"4311",97,116,122,96,FALSE
"4312",92,103,113,88,FALSE
"4313",84,95,100,81,FALSE
"4314",88,99,104,81,FALSE
"4315",80,95,104,81,FALSE
"4316",84,99,108,88,FALSE
"4317",84,103,113,96,FALSE
"4318",84,99,108,92,FALSE
"4319",84,107,113,96,FALSE
"4320",68,103,113,92,FALSE
"4321",50,75,96,78,FALSE
"4322",46,71,87,74,FALSE
"4323",50,71,87,74,FALSE
"4324",50,79,96,78,FALSE
"4325",46,79,96,78,FALSE
"4326",53,83,96,78,FALSE
"4327",53,75,96,78,FALSE
"4328",53,71,87,74,FALSE
"4329",53,71,87,74,FALSE
"4330",53,68,83,70,FALSE
"4331",56,71,79,74,FALSE
"4332",56,75,87,74,FALSE
"4333",56,75,96,74,FALSE
"4334",60,79,91,81,FALSE
"4335",64,87,100,85,FALSE
"4336",60,87,104,85,FALSE
"4337",60,91,108,85,FALSE
"4338",64,91,113,88,FALSE
"4339",68,103,118,92,FALSE
"4340",68,107,118,92,FALSE
"4341",68,103,118,92,FALSE
"4342",71,103,118,92,FALSE
"4343",71,103,118,96,FALSE
"4344",68,107,122,96,FALSE
"4345",68,103,118,92,FALSE
"4346",64,103,122,92,FALSE
"4347",71,107,122,96,FALSE
"4348",71,107,122,96,FALSE
"4349",71,103,113,92,FALSE
"4350",71,103,118,92,FALSE
"4351",71,107,118,96,FALSE
"4352",71,107,118,96,FALSE
"4353",71,116,122,99,FALSE
"4354",76,107,122,103,FALSE
"4355",76,112,122,96,FALSE
"4356",76,112,122,99,FALSE
"4357",80,107,122,96,FALSE
"4358",92,116,133,103,FALSE
"4359",71,83,96,85,FALSE
"4360",60,83,96,85,FALSE
"4361",64,87,100,88,FALSE
"4362",64,79,100,85,FALSE
"4363",56,71,96,85,FALSE
"4364",56,68,91,81,FALSE
"4365",53,64,83,78,FALSE
"4366",60,71,91,81,FALSE
"4367",68,75,108,96,FALSE
"4368",71,87,108,88,FALSE
"4369",71,91,100,81,FALSE
"4370",76,95,108,88,FALSE
"4371",88,103,109,87,FALSE
"4372",93,107,113,92,FALSE
"4373",93,111,123,96,FALSE
"4374",97,111,123,96,FALSE
"4375",93,111,118,96,FALSE
"4376",93,111,118,96,FALSE
"4377",79,95,100,79,FALSE
"4378",84,95,96,79,FALSE
"4379",84,99,104,83,FALSE
"4380",88,103,113,92,FALSE
"4381",84,99,109,92,FALSE
"4382",88,103,118,100,FALSE
"4383",79,107,123,100,FALSE
"4384",55,83,100,87,FALSE
"4385",51,79,104,83,FALSE
"4386",51,83,100,83,FALSE
"4387",51,79,96,79,FALSE
"4388",51,75,96,79,FALSE
"4389",48,72,89,79,FALSE
"4390",48,68,89,75,FALSE
"4391",48,75,89,79,FALSE
"4392",51,75,96,79,FALSE
"4393",55,79,93,79,FALSE
"4394",55,79,93,75,FALSE
"4395",51,75,89,75,FALSE
"4396",51,68,85,75,FALSE
"4397",51,68,81,71,FALSE
"4398",55,72,81,71,FALSE
"4399",55,72,85,75,FALSE
"4400",63,95,104,83,FALSE
"4401",63,95,104,87,FALSE
"4402",63,91,104,83,FALSE
"4403",63,91,104,83,FALSE
"4404",67,95,109,92,FALSE
"4405",71,103,113,92,FALSE
"4406",71,103,109,92,FALSE
"4407",71,107,118,92,FALSE
"4408",71,103,118,92,FALSE
"4409",67,103,118,92,FALSE
"4410",67,103,118,96,FALSE
"4411",67,107,113,96,FALSE
"4412",67,107,123,96,FALSE
"4413",71,111,123,96,FALSE
"4414",71,103,118,96,FALSE
"4415",71,107,113,92,FALSE
"4416",71,107,113,96,FALSE
"4417",75,103,118,96,FALSE
"4418",75,107,118,96,FALSE
"4419",84,111,123,100,FALSE
"4420",79,103,123,100,FALSE
"4421",84,103,118,92,FALSE
"4422",71,79,96,79,FALSE
"4423",63,75,96,83,FALSE
"4424",67,83,104,87,FALSE
"4425",59,83,100,83,FALSE
"4426",63,79,100,87,FALSE
"4427",59,72,96,83,FALSE
"4428",59,75,89,75,FALSE
"4429",59,79,89,71,FALSE
"4430",59,75,109,96,FALSE
"4431",67,87,113,96,FALSE
"4432",67,95,109,92,FALSE
"4433",75,99,104,83,FALSE
"4434",75,95,100,79,FALSE
"4435",71,91,100,83,FALSE
